8400.0000   3.61	8400.0000   3.85	8400.0000   3.99	8400.0000   4.02
8600.0000   3.80	8600.0000   3.96	8600.0000   4.04	8600.0000   4.10
8800.0000   3.93	8800.0000   3.94	8800.0000   3.87	8800.0000   4.21
9000.0000   4.02	9000.0000   3.99	9000.0000   3.96	9000.0000   4.21
9200.0000   4.04	9200.0000   3.81	9200.0000   4.02	9200.0000   4.13
9400.0000   4.02	9400.0000   3.80	9400.0000   4.02	9400.0000   4.04
9600.0000   3.81	9600.0000   3.78	9600.0000   3.91	9600.0000   3.80
9800.0000   3.57	9800.0000   3.68	9800.0000   3.72	9800.0000   3.75
10000.0000   3.41	10000.0000   3.48	10000.0000   3.68	10000.0000   3.84
10200.0000   3.33	10200.0000   3.41	10200.0000   3.65	10200.0000   3.82
10400.0000   3.29	10400.0000   3.36	10400.0000   3.52	10400.0000   3.80
10600.0000   3.31	10600.0000   3.43	10600.0000   3.61	10600.0000   3.88
10800.0000   3.62	10800.0000   3.58	10800.0000   3.65	10800.0000   4.03
11000.0000   3.77	11000.0000   3.80	11000.0000   3.45	11000.0000   4.06
11200.0000   4.00	11200.0000   3.97	11200.0000   3.23	11200.0000   4.02
11400.0000   4.09	11400.0000   4.04	11400.0000   3.79	11400.0000   3.97
11600.0000   3.96	11600.0000   3.89	11600.0000   4.05	11600.0000   4.11
11800.0000   4.00	11800.0000   3.53	11800.0000   4.06	11800.0000   4.15
12000.0000   3.93	12000.0000   3.78	12000.0000   4.05	12000.0000   4.10
12200.0000   3.73	12200.0000   3.55	12200.0000   3.92	12200.0000   4.06
12400.0000   3.56	12400.0000   3.58	12400.0000   3.73	12400.0000   3.92
12600.0000   3.50	12600.0000   3.50	12600.0000   3.47	12600.0000   3.72
12800.0000   3.51	12800.0000   3.52	12800.0000   3.39	12800.0000   3.74
13000.0000   3.63	13000.0000   3.63	13000.0000   3.34	13000.0000   3.78
13200.0000   3.59	13200.0000   3.79	13200.0000   3.19	13200.0000   3.91
13400.0000   3.77	13400.0000   3.94	13400.0000   3.29	13400.0000   4.04
13600.0000   3.85	13600.0000   3.96	13600.0000   3.83	13600.0000   4.15
13800.0000   3.74	13800.0000   3.67	13800.0000   3.88	13800.0000   4.03
14000.0000   3.63	14000.0000   3.54	14000.0000   3.74	14000.0000   3.69
14200.0000   3.40	14200.0000   3.39	14200.0000   3.46	14200.0000   3.42
14400.0000   3.37	14400.0000   3.41	14400.0000   3.24	14400.0000   2.91
14600.0000   3.13	14600.0000   3.21	14600.0000   2.91	14600.0000   2.54
14800.0000   2.91	14800.0000   3.04	14800.0000   2.62	14800.0000   2.60
15000.0000   2.89	15000.0000   2.94	15000.0000   2.31	15000.0000   2.64
15200.0000   2.79	15200.0000   2.76	15200.0000   2.07	15200.0000   2.70
15400.0000   2.71	15400.0000   2.63	15400.0000   2.37	15400.0000   2.88
15600.0000   2.85	15600.0000   2.51	15600.0000   2.52	15600.0000   3.11
15800.0000   2.72	15800.0000   2.58	15800.0000   2.75	15800.0000   3.26
16000.0000   3.01	16000.0000   2.62	16000.0000   2.92	16000.0000   3.16
