7000.0000   4.41	7000.0000   4.18	7000.0000   4.36	7000.0000   4.55
7200.0000   4.36	7200.0000   4.31	7200.0000   4.31	7200.0000   4.52
7400.0000   4.10	7400.0000   4.15	7400.0000   4.20	7400.0000   4.19
7600.0000   3.93	7600.0000   3.98	7600.0000   4.03	7600.0000   4.02
7800.0000   3.64	7800.0000   3.84	7800.0000   3.91	7800.0000   3.92
8000.0000   3.34	8000.0000   3.48	8000.0000   3.48	8000.0000   3.71
8200.0000   3.62	8200.0000   3.75	8200.0000   3.78	8200.0000   3.98
8400.0000   3.52	8400.0000   3.88	8400.0000   3.96	8400.0000   4.03
8600.0000   3.81	8600.0000   3.98	8600.0000   4.03	8600.0000   4.10
8800.0000   3.95	8800.0000   3.97	8800.0000   3.86	8800.0000   4.22
9000.0000   4.00	9000.0000   4.03	9000.0000   3.95	9000.0000   4.23
9200.0000   4.02	9200.0000   3.85	9200.0000   4.01	9200.0000   4.14
9400.0000   3.99	9400.0000   3.83	9400.0000   4.00	9400.0000   4.05
9600.0000   3.78	9600.0000   3.81	9600.0000   3.89	9600.0000   3.79
9800.0000   3.46	9800.0000   3.70	9800.0000   3.68	9800.0000   3.76
10000.0000   3.37	10000.0000   3.50	10000.0000   3.65	10000.0000   3.86
10200.0000   3.30	10200.0000   3.44	10200.0000   3.61	10200.0000   3.83
10400.0000   3.24	10400.0000   3.36	10400.0000   3.50	10400.0000   3.79
10600.0000   3.24	10600.0000   3.43	10600.0000   3.55	10600.0000   3.87
10800.0000   3.52	10800.0000   3.59	10800.0000   3.60	10800.0000   4.02
11000.0000   3.75	11000.0000   3.79	11000.0000   3.44	11000.0000   4.06
11200.0000   3.98	11200.0000   3.98	11200.0000   3.20	11200.0000   4.03
11400.0000   4.07	11400.0000   4.07	11400.0000   3.77	11400.0000   4.00
11600.0000   3.96	11600.0000   3.95	11600.0000   4.05	11600.0000   4.14
11800.0000   4.03	11800.0000   3.62	11800.0000   4.07	11800.0000   4.18
12000.0000   3.95	12000.0000   3.88	12000.0000   4.06	12000.0000   4.14
12200.0000   3.76	12200.0000   3.64	12200.0000   3.93	12200.0000   4.09
12400.0000   3.48	12400.0000   3.63	12400.0000   3.72	12400.0000   3.96
12600.0000   3.45	12600.0000   3.60	12600.0000   3.51	12600.0000   3.77
12800.0000   3.46	12800.0000   3.60	12800.0000   3.37	12800.0000   3.83
13000.0000   3.52	13000.0000   3.70	13000.0000   3.33	13000.0000   3.82
13200.0000   3.48	13200.0000   3.85	13200.0000   3.17	13200.0000   3.94
13400.0000   3.80	13400.0000   3.98	13400.0000   3.26	13400.0000   4.05
13600.0000   3.87	13600.0000   3.99	13600.0000   3.78	13600.0000   4.15
13800.0000   3.72	13800.0000   3.71	13800.0000   3.85	13800.0000   4.05
14000.0000   3.54	14000.0000   3.54	14000.0000   3.68	14000.0000   3.71
14200.0000   3.38	14200.0000   3.40	14200.0000   3.45	14200.0000   3.43
14400.0000   3.36	14400.0000   3.42	14400.0000   3.17	14400.0000   2.86
14600.0000   3.07	14600.0000   3.20	14600.0000   2.94	14600.0000   2.52
14800.0000   2.76	14800.0000   3.04	14800.0000   2.59	14800.0000   2.59
15000.0000   2.86	15000.0000   2.96	15000.0000   2.25	15000.0000   2.63
15200.0000   2.81	15200.0000   2.81	15200.0000   2.06	15200.0000   2.69
15400.0000   2.77	15400.0000   2.68	15400.0000   2.33	15400.0000   2.86
15600.0000   2.88	15600.0000   2.54	15600.0000   2.52	15600.0000   3.13
15800.0000   2.73	15800.0000   2.61	15800.0000   2.74	15800.0000   3.26
16000.0000   2.95	16000.0000   2.63	16000.0000   2.92	16000.0000   3.15
